Player,Squad,Pos,PosAdj,Rol_Ideal,Rating_Final,R_FW_ST,R_FW_WG,R_FW_SS,R_DC,R_LB_OFF
Matt Phillips,West Brom,MF,MF,AM,54.6125,67.15,60.47199999999999,60.31899999999999,18.810000000000002,38.772499999999994
Nampalys Mendy,Leicester City,MF,MF,MC_DEF,54.57,17.477500000000003,20.862,19.901999999999997,40.834999999999994,32.305
Dennis Praet,Leicester City,MF,MF,AM,54.44,62.47250000000001,57.35949999999999,58.19100000000001,12.87,43.2625
Jonjo Shelvey,Newcastle Utd,MF,MF,AM,54.2675,54.97500000000001,45.1945,50.889,55.495,54.26
Luka Milivojević,Crystal Palace,MF,MF,MC_EST,54.13999999999999,38.96750000000001,30.323999999999998,37.318000000000005,64.485,47.07249999999999
Daniel Amartey,Leicester City,DF,DF,LB_DEF,53.93000000000001,49.22500000000001,39.391499999999986,38.862,51.29500000000001,43.300000000000004
Gabriel Dos Santos,Arsenal,DF,DF,DC,53.620000000000005,50.269999999999996,44.704499999999996,40.691,53.620000000000005,46.58
Tammy Abraham,Chelsea,FW,FW,FW_ST,53.502500000000005,53.502500000000005,36.15899999999999,31.554000000000002,58.98499999999999,27.834999999999997
Ryan Bertrand,Southampton,DF,DF,LB_OFF,53.475,46.68,47.82999999999998,55.993,19.66,53.475
Fernando Marçal,Wolves,DFMF,DM,DC,53.470000000000006,23.43,27.0795,27.291000000000004,53.470000000000006,39.0425
Adama Traoré,Wolves,FWMF,AM,FW_SS,53.363,38.78,51.831500000000005,53.363,35.07,45.5575
Ben Mee,Burnley,DF,DF,DC,53.36,56.0125,35.461499999999994,32.650999999999996,53.36,28.554999999999996
Ciaran Clark,Newcastle Utd,DF,DF,DC,52.949999999999996,38.3275,33.532000000000004,30.976000000000006,52.949999999999996,29.124999999999996
Eric Bailly,Manchester Utd,DF,DF,DC,52.74000000000001,23.2875,25.101000000000006,24.48100000000001,52.74000000000001,43.94749999999999
Abdoulaye Doucouré,Everton,MF,MF,MC_DEF,52.70499999999999,62.48250000000001,47.519,50.976000000000006,56.644999999999996,44.2725
Aleksandar Mitrović,Fulham,FW,FW,FW_SS,52.608999999999995,51.8225,42.830499999999994,52.608999999999995,40.395,42.325
Joel Ward,Crystal Palace,DF,DF,LB_OFF,52.60499999999999,30.565000000000005,39.408999999999985,42.22700000000001,43.66,52.60499999999999
John Egan,Sheffield Utd,DF,DF,DC,52.455,31.605000000000004,26.496,28.63600000000001,52.455,34.425
Eric Dier,Tottenham,DF,DF,DC,52.440000000000005,35.5125,30.393,35.382,52.440000000000005,35.765
Daniel Podence,Wolves,MFFW,AM,FW_WG,52.432,43.015,52.432,51.28199999999999,39.559999999999995,52.4875
Tim Ream,Fulham,DF,DF,DC,52.410000000000004,11.6375,17.8925,18.881000000000004,52.410000000000004,40.205000000000005
Isaac Hayden,Newcastle Utd,MFDF,DM,DC,52.39,28.645000000000007,25.495,23.711000000000002,52.39,30.544999999999998
Michy Batshuayi,Crystal Palace,FW,FW,FW_SS,52.13899999999999,38.522499999999994,47.22149999999999,52.13899999999999,39.825,43.375
John Stones,Manchester City,DF,DF,LB_OFF,51.765,67.87,60.62650000000001,60.29700000000002,47.199999999999996,51.765
Ben Osborn,Sheffield Utd,MFDF,DM,LB_OFF,51.5975,61.4225,56.647999999999996,59.971000000000004,17.455000000000002,51.5975
Séamus Coleman,Everton,DFMF,DM,LB_OFF,51.477500000000006,54.15000000000001,54.279999999999994,57.531000000000006,39.755,51.477500000000006
Chris Wood,Burnley,FW,FW,FW_ST,51.285000000000004,51.285000000000004,36.7615,36.776,31.119999999999997,20.3275
Phil Jagielka,Sheffield Utd,DF,DF,DC,51.254999999999995,10.5975,10.872,9.764000000000001,51.254999999999995,24.81
Olivier Giroud,Chelsea,FW,FW,FW_ST,51.175,51.175,30.547499999999992,27.572000000000003,49.05,23.39
Danny Ings,Southampton,FW,FW,FW_SS,51.11600000000001,50.62999999999999,50.9145,51.11600000000001,38.77499999999999,51.26
Mohammed Salisu,Southampton,DF,DF,LB_DEF,51.0475,28.692500000000003,32.940000000000005,30.264000000000003,43.67999999999999,39.605000000000004
Andros Townsend,Crystal Palace,MFFW,AM,AM,51.03999999999999,29.074999999999996,38.00600000000001,43.31999999999999,58.20499999999999,72.8375
Danny Welbeck,Brighton,FW,FW,FW_ST,50.935,50.935,44.15149999999999,48.391,41.275,36.04
Mario Lemina,Fulham,MF,MF,MC_DEF,50.605,33.28750000000001,37.083999999999996,36.464999999999996,58.645,45.169999999999995
Marvelous Nakamba,Aston Villa,MF,MF,MC_DEF,50.54000000000002,13.865000000000002,15.077999999999996,11.927000000000003,54.65,27.8075
John Fleck,Sheffield Utd,MF,MF,AM,50.299999999999976,35.7125,43.92099999999999,48.281,28.104999999999997,50.73499999999999
Mohamed Elneny,Arsenal,MF,MF,MC_DEF,50.29,21.925,18.857999999999997,18.549999999999997,40.96,30.34
Romaine Sawyers,West Brom,MF,MF,MC_DEF,49.739999999999995,17.3375,15.487999999999998,16.002000000000002,55.64,35.84
Rob Holding,Arsenal,DF,DF,DC,49.64,38.472500000000004,33.9675,37.017,49.64,44.25
Victor Lindelöf,Manchester Utd,DF,DF,DC,49.519999999999996,38.48500000000001,33.364000000000004,38.572,49.519999999999996,43.6675
Pierre-Emerick Aubameyang,Arsenal,FW,FW,FW_ST,49.400000000000006,49.400000000000006,37.343999999999994,41.877,48.435,49.182500000000005
Joe Willock,Newcastle Utd,MF,MF,AM,49.36,74.185,67.906,61.356,38.394999999999996,48.485
Craig Dawson,West Ham,DF,DF,DC,49.295,53.61500000000001,32.351499999999994,27.877000000000006,49.295,18.105
Héctor Bellerín,Arsenal,DFMF,DM,LB_OFF,49.28249999999999,64.705,55.062,61.81300000000001,32.91499999999999,49.28249999999999
Ryan Fraser,Newcastle Utd,FWMF,AM,AM,49.28,32.5225,35.255500000000005,42.148999999999994,32.17999999999999,44.672499999999985
Rúben Dias,Manchester City,DF,DF,LB_OFF,49.267500000000005,49.970000000000006,44.178499999999985,44.32000000000001,47.160000000000004,49.267500000000005
Ibrahima Diallo,Southampton,MF,MF,MC_EST,49.2,29.552500000000002,33.89,33.75,40.79,42.1425
Kortney Hause,Aston Villa,DF,DF,DC,49.11499999999999,54.605,30.295000000000005,25.679000000000006,49.11499999999999,17.325
Jamal Lewis,Newcastle Utd,DF,DF,LB_OFF,49.06249999999999,39.28750000000001,47.85699999999999,53.781000000000006,20.615000000000002,49.06249999999999
David Luiz,Arsenal,DF,DF,DC,48.995000000000005,54.0175,47.89,52.530000000000015,48.995000000000005,48.667500000000004
Pablo Fornals,West Ham,FWMF,AM,AM,48.88249999999999,49.2925,39.467499999999994,43.60700000000001,62.845000000000006,62.675
Mason Greenwood,Manchester Utd,FW,FW,FW_WG,48.82299999999999,43.92750000000001,48.82299999999999,48.432,45.875,63.82
Douglas Luiz,Aston Villa,MF,MF,MC_EST,48.565,37.862500000000004,32.8205,34.51100000000001,58.295,44.467499999999994
Kieran Gibbs,West Brom,DF,DF,LB_OFF,48.3225,30.742500000000007,33.784000000000006,38.644000000000005,37.02000000000001,48.3225
Ben Godfrey,Everton,DF,DF,DC,48.14999999999999,29.415000000000003,34.436499999999995,32.633,48.14999999999999,36.16
Max Lowe,Sheffield Utd,DF,DF,LB_OFF,48.12500000000001,38.67250000000001,54.793,55.06,15.669999999999995,48.12500000000001
Matt Ritchie,Newcastle Utd,DFMF,DM,LB_OFF,47.91,45.870000000000005,49.415,57.605,28.754999999999995,47.91
Scott Dann,Crystal Palace,DF,DF,DC,47.8,40.55749999999999,31.213,27.539,47.8,28.55
Tom Davies,Everton,MF,MF,MC_DEF,47.70000000000001,21.6,26.941499999999994,28.002,53.085,41.0175
Fabian Schär,Newcastle Utd,DF,DF,LB_OFF,47.6625,48.45249999999999,41.61149999999999,44.43,44.85000000000001,47.6625
Toby Alderweireld,Tottenham,DF,DF,DC,47.505,46.300000000000004,42.1365,47.852000000000004,47.505,42.4925
Ki-Jana Hoever,Wolves,DFMF,DM,DC,47.42,30.1475,40.55799999999999,38.07300000000001,47.42,44.4375
Joe Gomez,Liverpool,DF,DF,DC,47.325,16.5625,24.356499999999997,25.788,47.325,43.625
Conor Coady,Wolves,DF,DF,DC,47.175,28.395000000000003,25.659500000000005,24.467000000000002,47.175,30.087499999999995
John Lundstram,Sheffield Utd,MF,MF,AM,46.93249999999999,47.245000000000005,41.60349999999998,47.647,32.56,38.77
David McGoldrick,Sheffield Utd,FWMF,AM,FW_WG,46.9125,54.94750000000001,46.9125,40.89500000000001,42.71,35.519999999999996
Ben White,Brighton,DFMF,DM,MC_DEF,46.685,24.599999999999998,29.3475,30.098,44.919999999999995,40.0325
Darnell Furlong,West Brom,DF,DF,LB_OFF,46.59,62.895,50.705499999999994,54.946000000000005,31.164999999999996,46.59
Jarrod Bowen,West Ham,FWMF,AM,FW_WG,46.456500000000005,60.61000000000001,46.456500000000005,44.72700000000001,40.15499999999999,40.365
Nathan Aké,Manchester City,DF,DF,LB_OFF,46.3025,51.0825,41.931999999999995,44.912000000000006,38.185,46.3025
Federico Fernández,Newcastle Utd,DF,DF,DC,46.26,30.53,30.794999999999998,32.367999999999995,46.26,31.0975
Aymeric Laporte,Manchester City,DF,DF,LB_OFF,46.2225,45.387499999999996,38.047,44.202999999999996,45.79,46.2225
Kyle Bartley,West Brom,DF,DF,DC,46.07999999999999,66.15249999999999,43.707499999999996,43.71000000000001,46.07999999999999,27.237499999999997
Gylfi Sigurðsson,Everton,MFFW,AM,AM,46.0775,45.03999999999999,34.08350000000001,44.81700000000001,61.89,55.5325
Ivan Cavaleiro,Fulham,FW,FW,FW_SS,45.975999999999985,29.3475,38.2365,45.975999999999985,59.89,69.4425
Neal Maupay,Brighton,FWMF,AM,FW_SS,45.742000000000004,63.89750000000001,44.382,45.742000000000004,21.904999999999998,24.462499999999995
Georginio Wijnaldum,Liverpool,MF,MF,AM,45.539999999999985,57.47750000000002,49.953,49.882000000000005,34.945,35.0225
Lucas Moura,Tottenham,FWMF,AM,AM,45.51999999999999,47.24500000000001,42.691500000000005,43.644,57.07,57.76
Richarlison,Everton,FW,FW,FW_WG,45.2445,38.339999999999996,45.2445,44.872,58.15,55.885
Alex Iwobi,Everton,FWMF,AM,AM,45.227499999999985,25.06500000000001,33.82249999999999,35.618,56.26,62.50250000000001
Jack Robinson,Sheffield Utd,DF,DF,LB_OFF,45.2125,54.865,51.19949999999999,53.49000000000001,40.19,45.2125
Erik Pieters,Burnley,DFMF,DM,DC,45.09,33.30000000000001,32.595,34.061,45.09,34.7
Raúl Jiménez,Wolves,FW,FW,FW_WG,45.05899999999999,39.455000000000005,45.05899999999999,41.476000000000006,63.394999999999996,56.07749999999999
Steven Alzate,Brighton,MF,MF,AM,45.02749999999999,54.550000000000004,49.788999999999994,50.458000000000006,32.165,32.6775
Che Adams,Southampton,FW,FW,FW_SS,44.641,43.62,39.0605,44.641,41.87499999999999,47.1975
Javier Manquillo,Newcastle Utd,DF,DF,LB_OFF,44.625,27.6925,33.2665,39.905,26.519999999999996,44.625
Pablo Marí,Arsenal,DF,DF,DC,44.595,17.6375,20.3115,20.731,44.595,28.437499999999996
Nathaniel Clyne,Crystal Palace,DF,DF,LB_OFF,44.5625,30.5375,35.69599999999999,38.92900000000001,20.52,44.5625
George Baldock,Sheffield Utd,DF,DF,LB_OFF,44.045,48.405,52.03350000000001,56.76200000000001,17.09,44.045
Max Kilman,Wolves,DF,DF,LB_OFF,43.745,40.57249999999999,38.7965,41.178999999999995,37.28,43.745
Alexis Mac Allister,Brighton,MFFW,AM,AM,43.54750000000001,30.310000000000002,29.294999999999995,38.08200000000001,48.785000000000004,46.22499999999999
Cheikhou Kouyaté,Crystal Palace,DF,DF,DC,43.535000000000004,33.9075,30.677,29.114,43.535000000000004,30.242500000000003
Kean Bryan,Sheffield Utd,DF,DF,DC,43.384999999999984,57.74,45.75299999999999,46.00600000000001,43.384999999999984,39.25000000000001
Callum Robinson,West Brom,FWMF,AM,FW_WG,43.04849999999998,47.595,43.04849999999998,38.29,30.07,28.919999999999998
Leander Dendoncker,Wolves,MFDF,DM,DC,43.004999999999995,63.9075,43.23850000000001,45.98,43.004999999999995,30.4825
Trézéguet,Aston Villa,FW,FW,FW_SS,42.949000000000005,38.575,41.3165,42.949000000000005,75.39499999999998,72.995
Joelinton,Newcastle Utd,FWMF,AM,FW_WG,42.31800000000001,50.982499999999995,42.31800000000001,37.519999999999996,45.76499999999999,29.16
Tomáš Souček,West Ham,MF,MF,MC_DEF,42.29500000000001,68.94000000000001,45.1835,42.952999999999996,60.934999999999995,38.4675
Semi Ajayi,West Brom,DF,DF,DC,42.12499999999999,53.877500000000005,43.828500000000005,41.46600000000001,42.12499999999999,31.777499999999996
Paul Dummett,Newcastle Utd,DF,DF,DC,41.87500000000001,42.97500000000001,39.6405,40.90900000000001,41.87500000000001,38.87499999999999
Mbaye Diagne,West Brom,FW,FW,FW_ST,41.775000000000006,41.775000000000006,31.578500000000002,28.105000000000004,38.045,26.525
Moussa Djenepo,Southampton,MF,MF,AM,41.38249999999999,53.865,54.894,50.71199999999999,26.02,37.565000000000005
Issa Diop,West Ham,DF,DF,DC,40.5,42.442499999999995,34.596000000000004,29.96400000000001,40.5,27.1575
Gary Cahill,Crystal Palace,DF,DF,DC,40.279999999999994,56.08499999999999,40.753499999999995,46.18700000000001,40.279999999999994,27.622500000000002
Jamie Shackleton,Leeds United,MFDF,DM,MC_DEF,40.19,32.78000000000001,31.442000000000004,34.641000000000005,28.225,31.114999999999995
Miguel Almirón,Newcastle Utd,MFFW,AM,FW_SS,40.145,31.7325,39.568999999999996,40.145,62.74000000000001,52.80499999999999
Jacob Ramsey,Aston Villa,MF,MF,AM,40.114999999999995,50.335,42.44,41.908000000000015,25.575,34.6225
Donny van de Beek,Manchester Utd,MFFW,AM,FW_WG,39.9195,38.125,39.9195,38.60600000000001,65.27999999999999,51.995000000000005
Moussa Sissoko,Tottenham,MF,MF,MC_DEF,39.89999999999999,21.7975,25.663,20.962000000000003,47.595,29.209999999999997
Hélder Costa,Leeds United,MFFW,AM,FW_WG,39.814,50.405,39.814,33.942,29.514999999999997,34.6925
Josh Brownhill,Burnley,MF,MF,MC_DEF,39.53999999999999,43.09250000000001,36.217,35.571999999999996,47.580000000000005,34.365
Japhet Tanganga,Tottenham,DF,DF,LB_OFF,39.347500000000004,44.167500000000004,39.8565,39.684000000000005,21.064999999999998,39.347500000000004
Sander Berge,Sheffield Utd,MF,MF,AM,39.1375,50.927499999999995,47.6025,48.36300000000001,36.14000000000001,33.8425
Kevin Long,Burnley,DF,DF,LB_DEF,38.8275,34.47250000000001,21.1585,21.025000000000002,38.75,22.61
Angelo Ogbonna,West Ham,DF,DF,DC,38.635,53.065000000000005,35.788,33.01300000000001,38.635,20.8775
Ezri Konsa,Aston Villa,DF,DF,DC,38.114999999999995,46.5075,31.0245,25.638000000000005,38.114999999999995,12.774999999999999
Nathan Tella,Southampton,FWMF,AM,FW_WG,37.67400000000001,37.307500000000005,37.67400000000001,33.254000000000005,10.944999999999999,22.4025
Josh Maja,Fulham,FW,FW,FW_ST,37.435,37.435,33.995,34.828,39.19,32.3
Matěj Vydra,Burnley,FW,FW,FW_ST,37.2125,37.2125,36.482,34.956,32.73,30.924999999999997
Steven Bergwijn,Tottenham,FWMF,AM,FW_WG,36.92250000000001,36.9875,36.92250000000001,36.468,37.03,30.4
Jayden Bogle,Sheffield Utd,DFMF,DM,LB_DEF,36.7925,64.765,53.368,45.476000000000006,35.495000000000005,33.762499999999996
Jóhann Berg Guðmundsson,Burnley,MF,MF,AM,36.78,55.557500000000026,46.806999999999995,42.752000000000024,30.944999999999993,33.22749999999999
Emil Krafth,Newcastle Utd,DF,DF,LB_OFF,35.985,48.19000000000001,50.626999999999995,51.23999999999999,28.935,35.985
Jamaal Lascelles,Newcastle Utd,DF,DF,DC,35.775,53.9025,36.7635,36.321,35.775,16.8125
James McCarthy,Crystal Palace,MF,MF,MC_DEF,35.745,14.67,15.036000000000001,16.61,54.60499999999999,38.012499999999996
Ruben Loftus-Cheek,Fulham,MFFW,AM,FW_WG,35.48599999999999,31.3125,35.48599999999999,33.365,48.55499999999999,38.699999999999996
Branislav Ivanović,West Brom,DF,DF,DC,35.184999999999995,30.690000000000005,20.786,21.089000000000002,35.184999999999995,13.712499999999999
Oliver McBurnie,Sheffield Utd,FW,FW,FW_SS,34.97600000000001,28.980000000000008,26.948999999999998,34.97600000000001,61.37,48.38750000000001
Sébastien Haller,West Ham,FW,FW,FW_ST,34.9275,34.9275,29.875,31.884000000000004,54.43,50.095
Takumi Minamino,Southampton,MF,MF,AM,34.6875,64.6125,42.4835,41.235,20.884999999999994,16.412499999999998
Jakub Moder,Brighton,DFMF,DM,LB_OFF,34.66,58.167500000000004,46.4775,47.24300000000001,10.3,34.66
Daniel James,Manchester Utd,FW,FW,FW_SS,34.462,31.145000000000003,31.5015,34.462,44.875,57.345000000000006
Ainsley Maitland-Niles,West Brom,MF,MF,AM,34.2775,36.2525,39.314499999999995,37.255,25.215,37.2525
Fábio Silva,Wolves,FW,FW,FW_ST,33.875,33.875,23.649999999999995,22.932000000000002,31.029999999999998,21.7125
Jaïro Riedewald,Crystal Palace,MF,MF,MC_DEF,33.56,31.530000000000005,22.811499999999995,21.820000000000004,43.535000000000004,22.9
Tyler Roberts,Leeds United,MFFW,AM,FW_SS,33.50800000000001,30.867500000000003,31.181499999999996,33.50800000000001,47.11500000000001,34.137499999999996
Jonny Castro,Wolves,MFDF,DM,DC,33.14,23.817499999999995,20.940999999999995,19.927,33.14,20.835
Ashley Barnes,Burnley,FW,FW,FW_SS,32.715,29.7425,25.875500000000002,32.715,47.364999999999995,38.1525
Robbie Brady,Burnley,MF,MF,AM,31.914999999999992,51.44750000000001,47.01,40.296,47.23,42.462500000000006
Sean Longstaff,Newcastle Utd,MF,MF,AM,31.542499999999997,42.96500000000001,35.48500000000001,36.022999999999996,34.36,29.79
Aaron Connolly,Brighton,FW,FW,FW_ST,30.827500000000004,30.827500000000004,24.5235,20.480000000000004,15.655000000000001,11.9225
Conor Gallagher,West Brom,MF,MF,MC_EST,30.67,40.26,38.88000000000001,36.438,38.92,36.23250000000001
Oliver Burke,Sheffield Utd,FW,FW,FW_SS,29.870999999999995,22.0325,25.790999999999997,29.870999999999995,34.220000000000006,29.5475
James Tomkins,Crystal Palace,DF,DF,DC,28.43,30.360000000000003,25.533500000000004,26.072,28.43,14.627500000000001
Dwight Gayle,Newcastle Utd,FWMF,AM,FW_WG,27.8385,54.715,27.8385,26.743,29.41,5.572500000000001
Jordan Ayew,Crystal Palace,FWMF,AM,FW_WG,27.7,24.33,27.7,23.528000000000002,38.00999999999999,33.39
Theo Walcott,Southampton,MFFW,AM,FW_WG,27.689499999999995,36.267500000000005,27.689499999999995,26.508000000000003,33.379999999999995,27.77
Billy Sharp,Sheffield Utd,FW,FW,FW_ST,27.45500000000001,27.45500000000001,19.627999999999997,19.766999999999996,8.95,9.5975
Bobby Reid,Fulham,MFFW,AM,FW_WG,26.4225,34.54750000000001,26.4225,24.608000000000004,52.849999999999994,33.68750000000001
Jack Cork,Burnley,MF,MF,MC_DEF,25.85,22.44,16.946999999999996,17.685,39.245,21.38
Jeff Hendrick,Newcastle Utd,MF,MF,AM,25.307499999999997,47.67750000000001,32.45799999999999,29.113000000000003,23.099999999999994,23.5125
Hal Robson-Kanu,West Brom,FW,FW,FW_WG,24.218,23.962500000000006,24.218,22.623000000000008,35.46,27.249999999999996
Jay Rodriguez,Burnley,FW,FW,FW_SS,23.325,22.1725,21.965,23.325,48.93,42.12249999999999
Willian José,Wolves,FW,FW,FW_SS,22.744,17.0225,18.784499999999998,22.744,49.605000000000004,26.22
Jake Livermore,West Brom,MF,MF,MC_DEF,22.355,15.975,11.143999999999997,9.600000000000001,39.839999999999996,19.557499999999997
Karlan Grant,West Brom,FWMF,AM,FW_WG,18.872499999999995,28.6275,18.872499999999995,14.903000000000004,24.869999999999997,7.219999999999999
Grady Diangana,West Brom,MFFW,AM,FW_WG,18.346500000000002,17.2975,18.346500000000002,15.145999999999999,56.875,38.5025
Rhian Brewster,Sheffield Utd,FWMF,AM,FW_WG,14.515999999999996,19.0975,14.515999999999996,12.971000000000002,20.274999999999995,19.914999999999996
Robert Snodgrass,West Brom,MFFW,AM,FW_SS,12.009000000000002,12.43,11.028999999999998,12.009000000000002,63.96,37.88
Martin Dúbravka,Newcastle Utd,GK,GK,N/A,0.0,40.92250000000001,34.27550000000001,34.80500000000001,47.295,45.26499999999999
Karl Darlow,Newcastle Utd,GK,GK,N/A,0.0,54.87500000000001,47.18499999999999,52.345,49.150000000000006,50.52999999999999
Alisson,Liverpool,GK,GK,N/A,0.0,69.46499999999999,66.07,66.01400000000001,71.225,70.08249999999998
Bernd Leno,Arsenal,GK,GK,N/A,0.0,48.18500000000001,40.372,39.79200000000001,42.650000000000006,44.967499999999994
Alphonse Areola,Fulham,GK,GK,N/A,0.0,43.675000000000004,37.837999999999994,42.37500000000001,45.86,43.53
Kasper Schmeichel,Leicester City,GK,GK,N/A,0.0,45.8975,45.154999999999994,46.969,39.855000000000004,44.05499999999999
Ederson,Manchester City,GK,GK,N/A,0.0,55.68000000000001,51.58,62.765,48.690000000000005,61.082499999999996
Illan Meslier,Leeds United,GK,GK,N/A,0.0,56.160000000000004,49.963,56.285000000000004,41.16,43.54
David de Gea,Manchester Utd,GK,GK,N/A,0.0,50.33,47.86,49.01800000000001,30.105,45.79
Dean Henderson,Manchester Utd,GK,GK,N/A,0.0,55.330000000000005,46.546,50.75000000000001,42.01,45.989999999999995
Edouard Mendy,Chelsea,GK,GK,N/A,0.0,40.255,37.913000000000004,38.68,36.36000000000001,43.19
Alex McCarthy,Southampton,GK,GK,N/A,0.0,46.06,47.9915,52.82399999999999,34.985,47.50499999999999
Fraser Forster,Southampton,GK,GK,N/A,0.0,40.2325,33.3635,32.725,50.74000000000001,34.96
Vicente Guaita,Crystal Palace,GK,GK,N/A,0.0,41.205000000000005,37.384,39.585,45.01,50.505
Aaron Ramsdale,Sheffield Utd,GK,GK,N/A,0.0,58.63250000000001,59.488499999999995,68.21800000000002,49.010000000000005,67.91499999999999
Jordan Pickford,Everton,GK,GK,N/A,0.0,59.22750000000001,52.9995,63.66,65.055,66.27999999999999
Robin Olsen,Everton,GK,GK,N/A,0.0,50.26250000000001,47.44949999999999,52.975,53.47500000000001,51.985
Kepa Arrizabalaga,Chelsea,GK,GK,N/A,0.0,47.4825,49.9295,56.43500000000001,27.34,55.525
Sam Johnstone,West Brom,GK,GK,N/A,0.0,51.84750000000001,48.376000000000005,55.605000000000004,49.58500000000001,60.934999999999995
Nick Pope,Burnley,GK,GK,N/A,0.0,57.712500000000006,55.09549999999999,66.68700000000001,60.72500000000001,76.8975
Hugo Lloris,Tottenham,GK,GK,N/A,0.0,46.77,40.111000000000004,42.08,32.665000000000006,40.714999999999996
Mathew Ryan,Brighton,GK,GK,N/A,0.0,38.9125,34.5275,34.205000000000005,44.85,34.875
Emiliano Martínez,Aston Villa,GK,GK,N/A,0.0,55.99000000000001,51.23999999999999,62.96999999999999,54.43,65.33000000000001
Robert Sánchez,Brighton,GK,GK,N/A,0.0,53.867500000000014,48.429,53.07599999999999,61.470000000000006,66.99999999999999
Łukasz Fabiański,West Ham,GK,GK,N/A,0.0,42.475,39.9545,42.69,52.7,53.44
Rui Patrício,Wolves,GK,GK,N/A,0.0,42.0075,36.252,37.755,31.49,36.815000000000005
